,Name,Total Bedroom,Apart Size,Max Watt,Address,Swim Pool,Price,lat,lon,location,Full Furnished,Unfurnished,Cakung,Cempaka Putih,Cengkareng,Cilandak,Duren Sawit,Gambir,Grogol Petamburan,Jatinegara,Kalideres,Kb. Jeruk,Kby. Baru,Kby. Lama,Kemayoran,Kembangan,Klp. Gading,Kramat Jati,Mampang Prpt,Menteng,Pademangan,Pancoran,Pd. Aren,Penjaringan,Pesanggrahan,Ps. Minggu,Ps. Rebo,Pulo Gadung,Sawah Besar,Senen,Setiabudi,Taman Sari,Tambora,Tanah Abang,Tebet,Tj. Priok
602,Modern 3BR at Sudirman Park Apartment By Travelio,3,4.394449154672439,4400,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,16.20514443558161,-6.2047054,106.8175902,"Jl. K.H. Mas Mansyur No.Kav. 35, RT.12/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
603,Cozy Living 2BR Kuningan Place Apartment near Bussiness Center By Travelio,2,4.430816798843313,3200,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,16.2269500558704,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Very Spacious 1BR Kuningan Place Apartment with Direct Access to Lift By Travelio,1,4.430816798843313,3600,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,16.2269500558704,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Best Choice 2BR Apartment Denpasar Residence By Travelio,2,4.2626798770413155,4500,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,16.08505031882894,-6.2234361,106.8232977,"Jl. Prof. DR. Satrio, RT.18/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606,Elegant 1BR Apartment at Kemang Mansion By Travelio,1,4.0943445622221,4400,"Jalan Kemang Raya No. 3-5, RT.1/RW.7, Bangka, Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",1,16.229699546098146,-6.2550034,106.8101625,"Jl. Kemang Raya No.3-5, RT.1/RW.7, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Spacious 1BR Apartment at 1 @ Cik Ditiro Apartment By Travelio,1,4.189654742026425,3300,"Jl. Teuku Cik Ditiro RT.1/RW.2, Gondangdia, Menteng, Central Jakarta City, Jakarta 10350",1,16.169263842520838,-6.1959173,106.8367398,"Jl. Teuku Cik Ditiro, RT.1/RW.2, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Strategic Best View @ 2BR Menteng Park Apartment By Travelio,2,4.110873864173311,3500,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,16.24439273898882,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Comfy Premium 2BR at Bellagio Residence Apartment By Travelio,2,4.343805421853684,3500,"Jl. Mega Kuningan Barat No.3, RT.5/RW.2, Kuningan, Kuningan Tim., Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",-1,16.108045214094712,-6.227580499999999,106.8243364,"The Bellagio Mall, Kav. E4, Jl. Mega Kuningan Barat No.3, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 15810, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
610,Cozy with Private Lift 2BR at Menteng Park Apartment By Travelio,2,4.1588830833596715,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,16.25785759333348,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Exclusive 2BR The Bellezza Apartment with City View By Travelio,2,4.394449154672439,3200,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,16.21340573985355,-6.2220039,106.7830363,"Jl. Arteri Permata Hijau Jl. Letnan Jenderal Soepeno No.34, RT.4/RW.2, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,South Tower 2BR at L'Avenue Apartment By Travelio,2,4.248495242049359,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,16.262840029921257,-6.2463646,106.8431907,"Jl. Raya Pasar Minggu No.15, RT.2/RW.2, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Amazing 2BR with City View The Wave Apartment By Travelio,2,4.0943445622221,2200,"Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, Menteng Atas, Setiabudi, RT.5/RW.1, Menteng Atas, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,16.282034102457835,-6.214121599999999,106.837781,"Apartemen The Wave Tower Coral, RT.5/RW.1, Menteng Atas, Setiabudi, South Jakarta City, Jakarta 12920, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Cozy 2BR Apartment at Sahid Sudirman Residence By Travelio,2,4.454347296253507,4400,"Jalan Jendral Sudirman No.86, Karet Tengsin Tanah Abang, RT.10/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220",1,16.28361000469013,-6.2099587,106.8192702,"LaSalle College Jakarta, Jl. Jend. Sudirman No.86, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
615,Relaxing 1BR at Gandaria Heights Apartment By Travelio,1,3.871201010907891,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,16.285033905836553,-6.245019,106.783053,"Jl. KH. M. Syafi'i Hadzami No.8, RT.10/RW.6, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Comfortable 1BR at Gandaria Heights Apartment By Travelio,1,4.07753744390572,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,16.25192699859184,-6.245019,106.783053,"Jl. KH. M. Syafi'i Hadzami No.8, RT.10/RW.6, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Comfy 2BR L'Avenue Apartment By Travelio,2,4.343805421853684,3500,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Gatot Subroto, RT.7/RW.9, Pancoran, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,16.294844793986798,-6.2485313,106.8440721,"Jl. Raya Pasar Minggu No.Kav.16, RT.7/RW.9, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Gorgeous 1BR Apartment at Denpasar Residence By Travelio,1,3.970291913552122,3500,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,16.300417207752275,-6.2234361,106.8232977,"Jl. Prof. DR. Satrio, RT.18/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
619,Modern 1BR Apartment at Casa Grande Residence By Travelio,1,4.007333185232471,2200,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,16.300417207752275,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Brand New 2BR L'Avenue Apartment By Travelio,2,4.356708826689592,4000,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,16.292579741561028,-6.2463646,106.8431907,"Jl. Raya Pasar Minggu No.15, RT.2/RW.2, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Stylish and Modern 1BR Casa Grande Apartment By Travelio,1,3.7612001156935624,2200,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,16.30706166768948,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Wonderful 2BR at Menteng Park Apartment By Travelio,2,4.0943445622221,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,16.310779912313592,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2BR Apartment with Private Lift at Menteng Park By Travelio,2,4.0943445622221,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,16.310779912313592,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,Homey 2BR Apartment @ Casa Grande Residence By Travelio,2,4.204692619390966,4400,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,16.306647674687174,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Comfortable and Beautiful 2BR at The Empyreal Apartment By Travelio,2,4.442651256490317,6600,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,16.313370780133187,-6.2191736,106.8330712,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
626,Best and Spacious 3BR Grand ITC Permata Hijau Apartment By Travelio,3,4.919980925828125,3500,"Jalan Arteri Permata Hijau, Kebayoran Lama, Grogol Utara, Kby. Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,16.19967554578484,-6.2216662,106.783453,"Jl. Arteri Permata Hijau, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2BR Cozy Pool View Kemang Village Residence Apartment with Direct Access to Mall By Travelio,2,4.499809670330265,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,16.34060692242575,-6.2636432,106.8160416,"Jl. Kemang Raya, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Luxury and Strategic 3BR with Balcony at Kuningan Place Apartment By Travelio,3,4.394449154672439,4255,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,16.341239122272526,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Great Choice 1BR with Walking Closet at Grand Madison Apartment By Travelio,1,3.9318256327243257,4400,"Kawasan Podomoro City, Kelurahan Tanjung Duren Selatan, Kecamatan Grogol Petamburan, Wilayah Jakarta Barat.",1,16.34123920227253,-6.174963,106.7900134,"Jl. Letjen S. Parman No.Kav. 28, RT.3/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2BR Pancoran BEST L'Avenue Apartment By Travelio,2,4.477336814478207,3500,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Kota Jakarta Selatan 12780",1,16.342712835940883,-6.2485313,106.8440721,"Jl. Raya Pasar Minggu No.Kav.16, RT.7/RW.9, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Great Choice 2BR Park Royale Apartment By Travelio,2,4.990432586778736,10000,"Jalan Jend. Gatot Subroto Kav. 35, 37, 39, Tanah Abang, RT.4/RW.2, Bend. Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",1,16.217940895430296,-6.2133124,106.8090425,"Jl. Gatot Subroto No.Kav. 35-39, RT.9/RW.2, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
632,2 BR Casa Grande Apartment Near Kokas By Travelio,2,4.356708826689592,4400,"Jalan Casablanca Raya Kav.88, RT.16/RW.5, Menteng Dalam, Tebet, RT.16/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960)",1,16.355539346086044,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Minimalist and Strategic 2BR at Empyreal Epicentrum Kuningan Apartment By Travelio,2,4.454347296253507,10800,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,16.38045991542581,-6.2191736,106.8330712,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
634,Spacious with City View 2BR Apartment at Casa Grande Residence By Travelio,2,4.382026634673881,7300,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,16.38710394872,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,3BR Apartment at 1 Park Residences with Private Lift By Travelio,3,4.804021044733257,7040,"Jalan Kyai Muhammad Syafii Hadzami No.1, RT.1/RW.10, Gandaria, Kebayoran Lama, RT.1/RW.10, Kramat Pela, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",1,16.309480098742526,-6.2456904,106.7887549,"1 Park Residences Lt. GF, Jl. KH. M . Syafii. Hadzami No. 1, Gandaria, Kebayoran Baru, RT.1/RW.10, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,The Classic 2BR Bellezza Apartment By Travelio,2,4.394449154672439,1300,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,16.390029290251483,-6.2220039,106.7830363,"Jl. Arteri Permata Hijau Jl. Letnan Jenderal Soepeno No.34, RT.4/RW.2, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Best Choice Modern 2BR L'Avenue Apartment By Travelio,2,4.59511985013459,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,16.399498449972484,-6.2463646,106.8431907,"Jl. Raya Pasar Minggu No.15, RT.2/RW.2, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Modern 2BR at St. Moritz Apartment near Shopping Mall By Travelio,2,4.564348191467836,4615,"Puri Indah CBD Blok U 1, Jl. Puri Indah Raya, RT.3/RW.2, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,16.40327451800401,-6.1876961,106.7392045,"Puri Indah CBD Jl. Puri Indah Raya Blok U 1, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Japanese Style and Fully Furnished Apartment 2BR Casa Grande Residence By Travelio,2,4.477336814478207,4600,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,16.404424082651698,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Spacious and Strategic 3BR at Thamrin Executive Apartment By Travelio,3,4.919980925828125,4400,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,16.38045983850273,-6.195869099999999,106.8166093,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
641,Cozy and Elegant 2BR Kemang Village Apartment By Travelio,2,4.290459441148391,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,16.417644459359682,-6.2636432,106.8160416,"Jl. Kemang Raya, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Classic and Strategic 3BR Sudirman Tower Condominium By Travelio,3,4.499809670330265,4593,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,16.43290631780565,-6.2201865,106.8162138,"Jl. Garnisun No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
643,3BR City View Sudirman Condominium Apartment by Travelio,3,4.5217885770490405,4659,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,16.43472947250012,-6.2201865,106.8162138,"Jl. Garnisun No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
644,Spacious Elegant 2BR Veranda Residence @ Puri Apartment by Travelio,2,4.553876891600541,2200,"Jl. Pesanggrahan No.28, RT.1/RW.6, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,16.439355622716004,-6.185556699999999,106.7541655,"Jl. Pesanggrahan No.28, RT.1/RW.6, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
