,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Rating,Total Review,Furnish Type,Price
600,Best North 1BR L'Avenue Apartment By Travelio,1,1,68 sqm,Max. 3 Tamu,2200 W,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Gatot Subroto, RT.7/RW.9, Pancoran, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,4.5,28,Full Furnished,"IDR
10,285,812
 / bulan"
601,Best South 1BR L'Avenue Apartment By Travelio,1,1,68 sqm,Max. 3 Tamu,2200 W,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Gatot Subroto, RT.7/RW.9, Pancoran, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,4.6,28,Full Furnished,"IDR
10,310,812
 / bulan"
602,Comfy 1BR L'Avenue Apartment By Travelio,1,1,68 sqm,Max. 2 Tamu,2200 W,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,4.8,10,Full Furnished,"IDR
10,338,170
 / bulan"
603,Stylish 1BR Apartment at Veranda Residence @ Puri By Travelio,1,1,67 sqm,Max. 2 Tamu,4400 W,"Jl. Pesanggrahan No.28, RT.1/RW.6, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,4.8,2,Full Furnished,"IDR
9,849,999
 / bulan"
604,Homey with Private Lift 2BR Apartment at St. Moritz Puri near Mall By Travelio,2,2,96 sqm,Max. 4 Tamu,9200 W,"Puri Indah CBD Blok U 1, Jl. Puri Indah Raya, RT.3/RW.2, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,4.9,3,Full Furnished,"IDR
10,358,597
 / bulan"
605,Spacious 2BR at Lexington Apartment By Travelio,2,2,80 sqm,Max. 3 Guest(s),3500 W,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,4.2,1,Full Furnished,"IDR
9,374,999
 / bulan"
606,Exclusive 1BR Veranda Residence @ Puri Apartment By Travelio,1,1,67 sqm,Max. 2 Tamu,2200 W,"Jl. Pesanggrahan No.28, RT.1/RW.6, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,5,6,Full Furnished,"IDR
10,453,499
 / bulan"
607,Clean and Tidy 2BR at Puri Casablanca Apartment By Travelio,2,2,92 sqm,Max. 3 Tamu,3500 W,"Jl. Puri Casablanca No. 1, RT.04 / RW.12, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,5,10,Full Furnished,"IDR
10,474,999
 / bulan"
608,Brand New and Cozy 2BR Kuningan Place Apartment By Travelio,2,1,61 sqm,Max. 3 Guest(s),-1,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,5,1,Full Furnished,"IDR
10,499,999
 / bulan"
609,Stunning 2BR Apartment at Satu8 Residence By Travelio,2,2,117 sqm,Max. 4 Tamu,4400 W,"Jl. Pilar Komp. Delta Kedoya Kav. 18 Blok S, RT.7/RW.3, Kedoya Sel., Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",1,New,-1,Full Furnished,"IDR
9,015,237
 / bulan"
610,2BR Broad Lexington Residence near Pondok Indah By Travelio,2,2,85 sqm,Max. 4 Tamu,3500 W,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,4.7,8,Full Furnished,"IDR
10,640,507
 / bulan"
611,Cozy 2BR Apartment Nine Residence with City View By Travelio,2,1,83 sqm,Max. 3 Tamu,2200 W,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,4.9,9,Full Furnished,"IDR
10,499,999
 / bulan"
612,Great Location 1BR Gandaria Heights Apartment By Travelio,1,1,33 sqm,Max. 2 Guest(s),2200 W,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,4.8,4,Full Furnished,"IDR
10,574,999
 / bulan"
613,Comfortable 1BR at The Newton Ciputra World 2 Apartment By Travelio,1,1,42 sqm,Max. 2 Tamu,2200 W,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,New,-1,Full Furnished,"IDR
10,249,999
 / bulan"
614,Brand New and Strategic 1BR The Newton Ciputra World 2 Apartment By Travelio,1,1,42 sqm,Max. 2 Tamu,2200 W,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,New,-1,Full Furnished,"IDR
10,254,336
 / bulan"
615,Cozy Living 2BR Apartment at Lexington Residence By Travelio,2,2,85 sqm,Max. 3 Tamu,3500 W,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,New,-1,Full Furnished,"IDR
10,847,858
 / bulan"
616,Premium Best Choice 2BR with Private Lift at Menteng Park Apartment By Travelio,2,1,61 sqm,Max. 3 Tamu,2200 W,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,New,-1,Full Furnished,"IDR
10,381,131
 / bulan"
617,2BR Prestige Dharmawangsa Essence Apartment Suites By Travelio,2,1,71 sqm,Max. 3 Tamu,6600 W,"Jl. Darmawangsa-X No.86, Cipete Utara, Kby. Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,4.8,8,Full Furnished,"IDR
10,899,999
 / bulan"
618,Super Spacious 2BR at Grand ITC Permata Hijau Apartment By Travelio,2,2,137 sqm,Max. 3 Tamu,3500 W,"Jalan Arteri Permata Hijau, Kebayoran Lama, Grogol Utara, Kby. Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,New,-1,Full Furnished,"IDR
9,449,999
 / bulan"
619,Spacious 2BR Bellezza Apartment By Travelio,2,1,63 sqm,,,,1,3.8,,Full Furnished,"IDR
10,799,999
 / bulan"
620,Modern and Fully Furnished 1BR at Kemang Mansion Apartment By Travelio,1,1,60 sqm,Max. 2 Tamu,4400 W,"Jalan Kemang Raya No. 3-5, RT.1/RW.7, Bangka, Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",1,New,-1,Full Furnished,"IDR
10,979,999
 / bulan"
621,Luxurious & Fully Furnished 1BR Casablanca Apartment By Travelio,1,1,79 sqm,Max. 2 Tamu,2200 W,"Jalan Casablanca Kav. 12, RT.14/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,New,-1,Full Furnished,"IDR
10,999,999
 / bulan"
622,Comfortable 2BR Apartment at Ambassade Residence By Travelio,2,1,64 sqm,Max. 3 Tamu,2200 W,"Jalan Denpasar Raya Kav. 5-7, Kuningan, RT.16/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,New,-1,Full Furnished,"IDR
11,000,000
 / bulan"
623,Modern 3BR at Sudirman Park Apartment By Travelio,3,2,81 sqm,Max. 5 Tamu,4400 W,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,New,-1,Full Furnished,"IDR
10,909,499
 / bulan"
624,Cozy Stay @ Strategic Place 2BR Menteng Park Apartment By Travelio,2,1,58 sqm,,,,1,4.9,,Full Furnished,"IDR
10,926,041
 / bulan"
625,Chic and Cozy 2BR Apartment at Menteng Park By Travelio,2,1,53 sqm,,,,1,5,,Full Furnished,"IDR
11,099,999
 / bulan"
626,2BR Apartment with Study Room @ Kuningan Place Apartment By Travelio,2,1,77 sqm,,,,1,New,-1,Full Furnished,"IDR
11,150,000
 / bulan"
627,Cozy Living 2BR Kuningan Place Apartment near Bussiness Center By Travelio,2,1,84 sqm,Max. 3 Tamu,3200 W,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,New,-1,Full Furnished,"IDR
11,150,000
 / bulan"
628,Very Spacious 1BR Kuningan Place Apartment with Direct Access to Lift By Travelio,1,1,84 sqm,Max. 2 Tamu,3600 W,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,New,-1,Full Furnished,"IDR
11,150,000
 / bulan"
629,Best Choice 2BR Apartment Denpasar Residence By Travelio,2,1,71 sqm,Max. 3 Guest(s),4500 W,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,New,-1,Full Furnished,"IDR
9,674,947
 / bulan"
630,Elegant 1BR Apartment at Kemang Mansion By Travelio,1,1,60 sqm,Max. 2 Tamu,4400 W,"Jalan Kemang Raya No. 3-5, RT.1/RW.7, Bangka, Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",1,5,8,Full Furnished,"IDR
11,180,699
 / bulan"
631,Spacious 1BR Apartment at 1 @ Cik Ditiro Apartment By Travelio,1,1,66 sqm,Max. 2 Tamu,3300 W,"Jl. Teuku Cik Ditiro RT.1/RW.2, Gondangdia, Menteng, Central Jakarta City, Jakarta 10350",1,New,-1,Full Furnished,"IDR
10,524,999
 / bulan"
632,Strategic Best View @ 2BR Menteng Park Apartment By Travelio,2,1,61 sqm,Max. 3 Tamu,3500 W,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,5,14,Full Furnished,"IDR
11,346,192
 / bulan"
633,Comfy Premium 2BR at Bellagio Residence Apartment By Travelio,2,2,77 sqm,Max. 2 Tamu,3500 W,"Jl. Mega Kuningan Barat No.3, RT.5/RW.2, Kuningan, Kuningan Tim., Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",-1,New,-1,Full Furnished,"IDR
9,899,999
 / bulan"
634,Cozy with Private Lift 2BR at Menteng Park Apartment By Travelio,2,1,64 sqm,Max. 3 Tamu,1300 W,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,5,8,Full Furnished,"IDR
11,500,000
 / bulan"
635,Elegant and Best View 1BR L'Avenue Apartment By Travelio,1,1,63 sqm,,,,1,5,,Full Furnished,"IDR
11,500,000
 / bulan"
636,Strategic and Modern 3BR Taman Rasuna Apartment By Travelio,3,2,91 sqm,,-1,,1,5,,Full Furnished,"IDR
11,599,999
 / bulan"
637,2BR Pancoran L'Avenue Comfy Apartment By Travelio,2,1,65 sqm,,,,1,4.9,,Full Furnished,"IDR
11,627,624
 / bulan"
638,Exclusive 2BR The Bellezza Apartment with City View By Travelio,2,2,81 sqm,Max. 3 Tamu,3200 W,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,New,-1,Full Furnished,"IDR
10,999,999
 / bulan"
639,South Tower 2BR at L'Avenue Apartment By Travelio,2,1,70 sqm,Max. 3 Tamu,3500 W,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,5,20,Full Furnished,"IDR
11,557,441
 / bulan"
640,Amazing 2BR with City View The Wave Apartment By Travelio,2,1,60 sqm,Max. 3 Tamu,2200 W,"Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, Menteng Atas, Setiabudi, RT.5/RW.1, Menteng Atas, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,4.8,8,Full Furnished,"IDR
11,781,418
 / bulan"
641,Cozy 2BR Apartment at Sahid Sudirman Residence By Travelio,2,2,86 sqm,Max. 3 Tamu,4400 W,"Jalan Jendral Sudirman No.86, Karet Tengsin Tanah Abang, RT.10/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220",1,4.8,3,Full Furnished,"IDR
11,799,999
 / bulan"
642,Relaxing 1BR at Gandaria Heights Apartment By Travelio,1,1,48 sqm,Max. 2 Tamu,2200 W,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,New,-1,Full Furnished,"IDR
11,816,813
 / bulan"
643,Comfortable 1BR at Gandaria Heights Apartment By Travelio,1,1,59 sqm,Max. 2 Tamu,2200 W,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,New,-1,Full Furnished,"IDR
11,432,000
 / bulan"
644,Comfy 2BR L'Avenue Apartment By Travelio,2,1,77 sqm,Max. 4 Tamu,3500 W,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Gatot Subroto, RT.7/RW.9, Pancoran, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,4.8,26,Full Furnished,"IDR
11,933,317
 / bulan"
645,Gorgeous 1BR Apartment at Denpasar Residence By Travelio,1,1,53 sqm,Max. 2 Guest(s),3500 W,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,New,-1,Full Furnished,"IDR
12,000,000
 / bulan"
646,Modern 1BR Apartment at Casa Grande Residence By Travelio,1,1,55 sqm,Max. 2 Guest(s),2200 W,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,4.9,15,Full Furnished,"IDR
12,000,000
 / bulan"
647,Brand New 2BR L'Avenue Apartment By Travelio,2,1,78 sqm,Max. 4 Tamu,4000 W,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,5,4,Full Furnished,"IDR
11,906,318
 / bulan"
648,Stylish and Modern 1BR Casa Grande Apartment By Travelio,1,1,43 sqm,Max. 2 Tamu,2200 W,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,5,2,Full Furnished,"IDR
12,079,999
 / bulan"
649,Wonderful 2BR at Menteng Park Apartment By Travelio,2,1,60 sqm,Max. 3 Tamu,1300 W,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,4.9,4,Full Furnished,"IDR
12,124,999
 / bulan"
650,2BR Apartment with Private Lift at Menteng Park By Travelio,2,2,60 sqm,Max. 3 Tamu,1300 W,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,4.7,1,Full Furnished,"IDR
12,124,999
 / bulan"
651,Homey 2BR Apartment @ Casa Grande Residence By Travelio,2,1,67 sqm,Max. 4 Tamu,4400 W,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,4.9,10,Full Furnished,"IDR
12,074,999
 / bulan"
652,Comfortable and Beautiful 2BR at The Empyreal Apartment By Travelio,2,2,85 sqm,Max. 4 Tamu,6600 W,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,4.9,8,Full Furnished,"IDR
12,156,454
 / bulan"
653,Best and Spacious 3BR Grand ITC Permata Hijau Apartment By Travelio,3,2,137 sqm,Max. 4 Tamu,3500 W,"Jalan Arteri Permata Hijau, Kebayoran Lama, Grogol Utara, Kby. Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,New,-1,Full Furnished,"IDR
10,849,999
 / bulan"
654,2BR Cozy Pool View Kemang Village Residence Apartment with Direct Access to Mall By Travelio,2,2,90 sqm,Max. 4 Tamu,3500 W,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,4.7,9,Full Furnished,"IDR
12,492,099
 / bulan"
655,Luxury and Strategic 3BR with Balcony at Kuningan Place Apartment By Travelio,3,2,81 sqm,Max. 4 Tamu,-1,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,New,-1,Full Furnished,"IDR
12,499,999
 / bulan"
656,Great Choice 1BR with Walking Closet at Grand Madison Apartment By Travelio,1,1,51 sqm,Max. 2 Tamu,4400 W,"Kawasan Podomoro City, Kelurahan Tanjung Duren Selatan, Kecamatan Grogol Petamburan, Wilayah Jakarta Barat.",1,New,-1,Full Furnished,"IDR
12,500,000
 / bulan"
657,2BR Pancoran BEST L'Avenue Apartment By Travelio,2,1,88 sqm,Max. 4 Guest(s),3500 W,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Kota Jakarta Selatan 12780",1,4.9,41,Full Furnished,"IDR
12,518,434
 / bulan"
658,Great Choice 2BR Park Royale Apartment By Travelio,2,2,147 sqm,Max. 4 Tamu,10000 W,"Jalan Jend. Gatot Subroto Kav. 35, 37, 39, Tanah Abang, RT.4/RW.2, Bend. Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",1,New,-1,Full Furnished,"IDR
11,049,999
 / bulan"
659,2 BR Casa Grande Apartment Near Kokas By Travelio,2,2,78 sqm,Max. 5 Tamu,4400 W,"Jalan Casablanca Raya Kav.88, RT.16/RW.5, Menteng Dalam, Tebet, RT.16/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960)",1,4.8,12,Full Furnished,"IDR
12,680,036
 / bulan"
660,Minimalist and Strategic 2BR at Empyreal Epicentrum Kuningan Apartment By Travelio,2,2,86 sqm,Max. 4 Tamu,10800 W,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,New,-1,Full Furnished,"IDR
13,000,000
 / bulan"
661,Spacious with City View 2BR Apartment at Casa Grande Residence By Travelio,2,2,80 sqm,Max. 4 Guest(s),7300 W,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,5,5,Full Furnished,"IDR
13,086,660
 / bulan"
662,3BR Apartment at 1 Park Residences with Private Lift By Travelio,3,2,122 sqm,Max. 5 Tamu,7040 W,"Jalan Kyai Muhammad Syafii Hadzami No.1, RT.1/RW.10, Gandaria, Kebayoran Lama, RT.1/RW.10, Kramat Pela, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",1,5,7,Full Furnished,"IDR
12,109,249
 / bulan"
663,The Classic 2BR Bellezza Apartment By Travelio,2,2,81 sqm,Max. 3 Tamu,1300 W,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,5,3,Full Furnished,"IDR
13,124,999
 / bulan"
664,Best Choice Modern 2BR L'Avenue Apartment By Travelio,2,1,99 sqm,Max. 4 Guest(s),3500 W,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,5,6,Full Furnished,"IDR
13,249,872
 / bulan"
665,Modern 2BR at St. Moritz Apartment near Shopping Mall By Travelio,2,1,96 sqm,Max. 3 Guest(s),-1,"Puri Indah CBD Blok U 1, Jl. Puri Indah Raya, RT.3/RW.2, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,4.2,1,Full Furnished,"IDR
13,299,999
 / bulan"
666,Japanese Style and Fully Furnished Apartment 2BR Casa Grande Residence By Travelio,2,2,88 sqm,Max. 4 Tamu,4600 W,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,4.8,2,Full Furnished,"IDR
13,315,297
 / bulan"
667,Spacious and Strategic 3BR at Thamrin Executive Apartment By Travelio,3,2,137 sqm,Max. 6 Tamu,4400 W,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,4.9,2,Full Furnished,"IDR
12,999,999
 / bulan"
668,Cozy and Elegant 2BR Kemang Village Apartment By Travelio,2,1,73 sqm,Max. 4 Tamu,3500 W,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,5,8,Full Furnished,"IDR
13,492,499
 / bulan"
669,Classic and Strategic 3BR Sudirman Tower Condominium By Travelio,3,2,90 sqm,Max. 6 Tamu,-1,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,4.9,10,Full Furnished,"IDR
13,699,999
 / bulan"
670,3BR City View Sudirman Condominium Apartment by Travelio,3,2,92 sqm,Max. 4 Tamu,-1,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,4.8,5,Full Furnished,"IDR
13,724,999
 / bulan"
671,Spacious Elegant 2BR Veranda Residence @ Puri Apartment by Travelio,2,1,95 sqm,Max. 3 Tamu,2200 W,"Jl. Pesanggrahan No.28, RT.1/RW.6, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,5,8,Full Furnished,"IDR
13,788,640
 / bulan"
672,Exclusive and Modern 2BR at Skygarden Apartment By Travelio,2,1,52 sqm,Max. 3 Tamu,2200 W,"Jalan Haji R. Rasuna Said Kav. 62, Setiabudi, RT.18/RW.2, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",1,New,-1,Full Furnished,"IDR
12,299,999
 / bulan"
673,Modern 2BR Apartment with Pool View at Kemang Village By Travelio,2,2,89 sqm,Max. 3 Tamu,3500 W,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,4.9,5,Full Furnished,"IDR
13,900,000
 / bulan"
674,Modern and Spacious 2BR L'Avenue Apartment By Travelio,2,2,122 sqm,Max. 4 Tamu,3500 W,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,4.9,4,Full Furnished,"IDR
13,941,749
 / bulan"
675,Spacious and Premium 3BR Apartment with City View Sudirman Tower Condominium By Travelio,3,2,90 sqm,Max. 5 Tamu,7700 W,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,New,-1,Full Furnished,"IDR
13,449,999
 / bulan"
676,Prime Location 2BR The H Tower Citadines Apartment By Travelio,2,1,90 sqm,Max. 3 Tamu,-1,"Jl. H. R. Rasuna Said No.Kav.20, Karet Kuningan, Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,New,-1,Full Furnished,"IDR
13,999,999
 / bulan"
677,Exclusive and Cozy 3BR Apartment @ Thamrin Residence By Travelio,3,2,107 sqm,Max. 5 Tamu,2200 W,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,5,13,Full Furnished,"IDR
13,999,999
 / bulan"
678,Modern 2 BR Apartment @ FX Residence with City View By Travelio,2,1,63 sqm,Max. 3 Tamu,-1,"Jalan Jendral Sudirman No. 52-53, RT. 1 / RW. 3, Gelora, Tanah Abang, RT.1/RW.3, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 12190",1,4.8,44,Full Furnished,"IDR
14,000,000
 / bulan"
679,Cozy and Comfy Sea View Combined Unit 3BR Apartment at Ancol Mansion By Travelio,3,3,144 sqm,Max. 5 Tamu,7700 W,"Jl. Pasir Putih II, RT.11/RW.10, Ancol, Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430",1,New,-1,Full Furnished,"IDR
14,000,000
 / bulan"
680,Luxury 3BR Apartment at Sudirman Tower Condominium By Travelio,3,2,92 sqm,Max. 5 Tamu,6600 W,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,New,-1,Full Furnished,"IDR
13,524,999
 / bulan"
681,Exclusive and Comfort 2BR + 1 Apartment at Sudirman Suites By Travelio,2,1,64 sqm,Max. 4 Tamu,3200 W,"Jl. Jend. Sudirman No.36 RT.14/RW.1, Bendungan Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",1,New,-1,Full Furnished,"IDR
14,100,000
 / bulan"
682,Best Location 2BR Gandaria Height Apartment By Travelio,2,1,61 sqm,Max. 3 Tamu,2200 W,"Jl. KH. Moh Syafi'i Hadzami No.8 RT.010/RW.06 Kebayoran Lama Utara, Jakarta Selatan 12240",1,4.6,12,Full Furnished,"IDR
14,049,999
 / bulan"
683,Exclusive 2 BR One Park Gandaria Residence Apartment with Private Lift By Travelio,2,2,94 sqm,Max. 3 Tamu,5500 W,"Jl. Kyai Muhammad Syafii Hadzami No.1, RT.1/RW.10, Gandaria, Kebayoran Lama, Jakarta Selatan 12440",1,4.6,7,Full Furnished,"IDR
14,249,999
 / bulan"
