,Name,Total Bedroom,Apart Size,Max Watt,Address,Swim Pool,Furnish Type,Price,lat,lon,location,kecamatan
587,Clean and Tidy 2BR at Puri Casablanca Apartment By Travelio,2,92,3500,"Jl. Puri Casablanca No. 1, RT.04 / RW.12, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,10474999,-6.2230014,106.8382584,"4, Jl. Puri Casablanca No.1, RT.4/RW.12, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Menteng
588,Brand New and Cozy 2BR Kuningan Place Apartment By Travelio,2,61,3376,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,10499999,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",Menteng
589,Stunning 2BR Apartment at Satu8 Residence By Travelio,2,117,4400,"Jl. Pilar Komp. Delta Kedoya Kav. 18 Blok S, RT.7/RW.3, Kedoya Sel., Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",1,Full Furnished,9015237,-6.1874248,106.75833,"Jl. Pilar Komp. Delta Kedoya Kav. 18 Blok S, Kedoya Selatan, Kebon Jeruk, RT.5, RT.7/RW.3, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520, Indonesia",Kb. Jeruk
590,2BR Broad Lexington Residence near Pondok Indah By Travelio,2,85,3500,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,10640507,-6.2727086,106.7669099,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Pesanggrahan
591,Cozy 2BR Apartment Nine Residence with City View By Travelio,2,83,2200,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,10499999,-6.2530825,106.826986,"Jl. Warung Buncit Raya No.12, RT.2/RW.5, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",Pancoran
592,Great Location 1BR Gandaria Heights Apartment By Travelio,1,33,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,10574999,-6.245019,106.783053,"Jl. KH. M. Syafi'i Hadzami No.8, RT.10/RW.6, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",Kby. Lama
593,Comfortable 1BR at The Newton Ciputra World 2 Apartment By Travelio,1,42,2200,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,10249999,-6.2225758,106.8199605,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",Setiabudi
594,Brand New and Strategic 1BR The Newton Ciputra World 2 Apartment By Travelio,1,42,2200,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,10254336,-6.2225758,106.8199605,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",Setiabudi
595,Cozy Living 2BR Apartment at Lexington Residence By Travelio,2,85,3500,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,10847858,-6.2727086,106.7669099,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Pesanggrahan
596,Premium Best Choice 2BR with Private Lift at Menteng Park Apartment By Travelio,2,61,2200,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,10381131,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",Menteng
597,2BR Prestige Dharmawangsa Essence Apartment Suites By Travelio,2,71,6600,"Jl. Darmawangsa-X No.86, Cipete Utara, Kby. Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,10899999,-6.2578428,106.8049327,"Jl. Darmawangsa-X No.86, RT.7/RW.8, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150, Indonesia",Kby. Baru
598,Super Spacious 2BR at Grand ITC Permata Hijau Apartment By Travelio,2,137,3500,"Jalan Arteri Permata Hijau, Kebayoran Lama, Grogol Utara, Kby. Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,9449999,-6.2216662,106.783453,"Jl. Arteri Permata Hijau, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Kby. Lama
599,Modern and Fully Furnished 1BR at Kemang Mansion Apartment By Travelio,1,60,4400,"Jalan Kemang Raya No. 3-5, RT.1/RW.7, Bangka, Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",1,Full Furnished,10979999,-6.2550034,106.8101625,"Jl. Kemang Raya No.3-5, RT.1/RW.7, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720, Indonesia",Mampang Prpt
600,Luxurious & Fully Furnished 1BR Casablanca Apartment By Travelio,1,79,2200,"Jalan Casablanca Kav. 12, RT.14/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,10999999,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Menteng
601,Comfortable 2BR Apartment at Ambassade Residence By Travelio,2,64,2200,"Jalan Denpasar Raya Kav. 5-7, Kuningan, RT.16/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,11000000,-6.222518099999999,106.8309434,"7, Jl. Denpasar Raya No.Kav. 5, RT.16/RW.4, Kuningan, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",Setiabudi
602,Modern 3BR at Sudirman Park Apartment By Travelio,3,81,4400,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,10909499,-6.2047054,106.8175902,"Jl. K.H. Mas Mansyur No.Kav. 35, RT.12/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",Tanah Abang
603,Cozy Living 2BR Kuningan Place Apartment near Bussiness Center By Travelio,2,84,3200,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,11150000,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",Menteng
604,Very Spacious 1BR Kuningan Place Apartment with Direct Access to Lift By Travelio,1,84,3600,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,11150000,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",Menteng
605,Best Choice 2BR Apartment Denpasar Residence By Travelio,2,71,4500,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,9674947,-6.2234361,106.8232977,"Jl. Prof. DR. Satrio, RT.18/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Setiabudi
606,Elegant 1BR Apartment at Kemang Mansion By Travelio,1,60,4400,"Jalan Kemang Raya No. 3-5, RT.1/RW.7, Bangka, Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",1,Full Furnished,11180699,-6.2550034,106.8101625,"Jl. Kemang Raya No.3-5, RT.1/RW.7, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720, Indonesia",Mampang Prpt
607,Spacious 1BR Apartment at 1 @ Cik Ditiro Apartment By Travelio,1,66,3300,"Jl. Teuku Cik Ditiro RT.1/RW.2, Gondangdia, Menteng, Central Jakarta City, Jakarta 10350",1,Full Furnished,10524999,-6.1959173,106.8367398,"Jl. Teuku Cik Ditiro, RT.1/RW.2, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Menteng
608,Strategic Best View @ 2BR Menteng Park Apartment By Travelio,2,61,3500,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,11346192,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",Menteng
609,Comfy Premium 2BR at Bellagio Residence Apartment By Travelio,2,77,3500,"Jl. Mega Kuningan Barat No.3, RT.5/RW.2, Kuningan, Kuningan Tim., Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",-1,Full Furnished,9899999,-6.227580499999999,106.8243364,"The Bellagio Mall, Kav. E4, Jl. Mega Kuningan Barat No.3, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 15810, Indonesia",Setiabudi
610,Cozy with Private Lift 2BR at Menteng Park Apartment By Travelio,2,64,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,11500000,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",Menteng
611,Exclusive 2BR The Bellezza Apartment with City View By Travelio,2,81,3200,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,10999999,-6.2220039,106.7830363,"Jl. Arteri Permata Hijau Jl. Letnan Jenderal Soepeno No.34, RT.4/RW.2, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210, Indonesia",Kby. Lama
612,South Tower 2BR at L'Avenue Apartment By Travelio,2,70,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,11557441,-6.2463646,106.8431907,"Jl. Raya Pasar Minggu No.15, RT.2/RW.2, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",Pancoran
613,Amazing 2BR with City View The Wave Apartment By Travelio,2,60,2200,"Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, Menteng Atas, Setiabudi, RT.5/RW.1, Menteng Atas, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,11781418,-6.214121599999999,106.837781,"Apartemen The Wave Tower Coral, RT.5/RW.1, Menteng Atas, Setiabudi, South Jakarta City, Jakarta 12920, Indonesia",Menteng
614,Cozy 2BR Apartment at Sahid Sudirman Residence By Travelio,2,86,4400,"Jalan Jendral Sudirman No.86, Karet Tengsin Tanah Abang, RT.10/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220",1,Full Furnished,11799999,-6.2099587,106.8192702,"LaSalle College Jakarta, Jl. Jend. Sudirman No.86, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia",Tanah Abang
615,Relaxing 1BR at Gandaria Heights Apartment By Travelio,1,48,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,11816813,-6.245019,106.783053,"Jl. KH. M. Syafi'i Hadzami No.8, RT.10/RW.6, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",Kby. Lama
616,Comfortable 1BR at Gandaria Heights Apartment By Travelio,1,59,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,11432000,-6.245019,106.783053,"Jl. KH. M. Syafi'i Hadzami No.8, RT.10/RW.6, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",Kby. Lama
617,Comfy 2BR L'Avenue Apartment By Travelio,2,77,3500,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Gatot Subroto, RT.7/RW.9, Pancoran, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,11933317,-6.2485313,106.8440721,"Jl. Raya Pasar Minggu No.Kav.16, RT.7/RW.9, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780, Indonesia",Pancoran
618,Gorgeous 1BR Apartment at Denpasar Residence By Travelio,1,53,3500,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,12000000,-6.2234361,106.8232977,"Jl. Prof. DR. Satrio, RT.18/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Setiabudi
619,Modern 1BR Apartment at Casa Grande Residence By Travelio,1,55,2200,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,12000000,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Menteng
620,Brand New 2BR L'Avenue Apartment By Travelio,2,78,4000,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,11906318,-6.2463646,106.8431907,"Jl. Raya Pasar Minggu No.15, RT.2/RW.2, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",Pancoran
621,Stylish and Modern 1BR Casa Grande Apartment By Travelio,1,43,2200,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,12079999,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Menteng
622,Wonderful 2BR at Menteng Park Apartment By Travelio,2,60,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,12124999,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",Menteng
623,2BR Apartment with Private Lift at Menteng Park By Travelio,2,60,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,12124999,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",Menteng
624,Homey 2BR Apartment @ Casa Grande Residence By Travelio,2,67,4400,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,12074999,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Menteng
625,Comfortable and Beautiful 2BR at The Empyreal Apartment By Travelio,2,85,6600,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,12156454,-6.2191736,106.8330712,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",Setiabudi
626,Best and Spacious 3BR Grand ITC Permata Hijau Apartment By Travelio,3,137,3500,"Jalan Arteri Permata Hijau, Kebayoran Lama, Grogol Utara, Kby. Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,10849999,-6.2216662,106.783453,"Jl. Arteri Permata Hijau, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Kby. Lama
627,2BR Cozy Pool View Kemang Village Residence Apartment with Direct Access to Mall By Travelio,2,90,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,12492099,-6.2636432,106.8160416,"Jl. Kemang Raya, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Mampang Prpt
628,Luxury and Strategic 3BR with Balcony at Kuningan Place Apartment By Travelio,3,81,4255,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,12499999,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",Menteng
629,Great Choice 1BR with Walking Closet at Grand Madison Apartment By Travelio,1,51,4400,"Kawasan Podomoro City, Kelurahan Tanjung Duren Selatan, Kecamatan Grogol Petamburan, Wilayah Jakarta Barat.",1,Full Furnished,12500000,-6.174963,106.7900134,"Jl. Letjen S. Parman No.Kav. 28, RT.3/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",Grogol Petamburan
630,2BR Pancoran BEST L'Avenue Apartment By Travelio,2,88,3500,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Kota Jakarta Selatan 12780",1,Full Furnished,12518434,-6.2485313,106.8440721,"Jl. Raya Pasar Minggu No.Kav.16, RT.7/RW.9, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780, Indonesia",Pancoran
631,Great Choice 2BR Park Royale Apartment By Travelio,2,147,10000,"Jalan Jend. Gatot Subroto Kav. 35, 37, 39, Tanah Abang, RT.4/RW.2, Bend. Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",1,Full Furnished,11049999,-6.2133124,106.8090425,"Jl. Gatot Subroto No.Kav. 35-39, RT.9/RW.2, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia",Tanah Abang
632,2 BR Casa Grande Apartment Near Kokas By Travelio,2,78,4400,"Jalan Casablanca Raya Kav.88, RT.16/RW.5, Menteng Dalam, Tebet, RT.16/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960)",1,Full Furnished,12680036,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Menteng
633,Minimalist and Strategic 2BR at Empyreal Epicentrum Kuningan Apartment By Travelio,2,86,10800,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,13000000,-6.2191736,106.8330712,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",Setiabudi
634,Spacious with City View 2BR Apartment at Casa Grande Residence By Travelio,2,80,7300,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,13086660,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Menteng
635,3BR Apartment at 1 Park Residences with Private Lift By Travelio,3,122,7040,"Jalan Kyai Muhammad Syafii Hadzami No.1, RT.1/RW.10, Gandaria, Kebayoran Lama, RT.1/RW.10, Kramat Pela, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",1,Full Furnished,12109249,-6.2456904,106.7887549,"1 Park Residences Lt. GF, Jl. KH. M . Syafii. Hadzami No. 1, Gandaria, Kebayoran Baru, RT.1/RW.10, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia",Kby. Baru
636,The Classic 2BR Bellezza Apartment By Travelio,2,81,1300,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,13124999,-6.2220039,106.7830363,"Jl. Arteri Permata Hijau Jl. Letnan Jenderal Soepeno No.34, RT.4/RW.2, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210, Indonesia",Kby. Lama
637,Best Choice Modern 2BR L'Avenue Apartment By Travelio,2,99,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,13249872,-6.2463646,106.8431907,"Jl. Raya Pasar Minggu No.15, RT.2/RW.2, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",Pancoran
638,Modern 2BR at St. Moritz Apartment near Shopping Mall By Travelio,2,96,4615,"Puri Indah CBD Blok U 1, Jl. Puri Indah Raya, RT.3/RW.2, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,13299999,-6.1876961,106.7392045,"Puri Indah CBD Jl. Puri Indah Raya Blok U 1, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610, Indonesia",Kembangan
639,Japanese Style and Fully Furnished Apartment 2BR Casa Grande Residence By Travelio,2,88,4600,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,13315297,-6.2243242,106.8417968,"office 88 kasablanka Tower A, Jl. Raya Casablanca No.16, RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",Menteng
640,Spacious and Strategic 3BR at Thamrin Executive Apartment By Travelio,3,137,4400,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,12999999,-6.195869099999999,106.8166093,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",Tanah Abang
641,Cozy and Elegant 2BR Kemang Village Apartment By Travelio,2,73,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,13492499,-6.2636432,106.8160416,"Jl. Kemang Raya, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Mampang Prpt
642,Classic and Strategic 3BR Sudirman Tower Condominium By Travelio,3,90,4593,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13699999,-6.2201865,106.8162138,"Jl. Garnisun No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",Setiabudi
643,3BR City View Sudirman Condominium Apartment by Travelio,3,92,4659,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13724999,-6.2201865,106.8162138,"Jl. Garnisun No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",Setiabudi
